prop_handle,enum_value,term_value,description,model_handle,version_string,node_handle
diagnosis,Acute Myeloid Leukemia with NUP98 Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Acute Myeloid Leukemia with PICALM::MLLT10 Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Acute Myeloid Leukemia with RBM15::MRTFA Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Acute myeloid leukemia with RUNX1::CBFA2T family fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Acute Myeloid Leukemia with RUNX1::RUNX1T1 Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Acute Myeloid Leukemia with UBTF Tandem Duplication,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Acute myeloid leukemia without maturation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Acute myeloid leukemia, 11q23 abnormalities",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Acute myeloid leukemia, minimal differentiation",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Acute Myeloid Leukemia, Myelodysplasia-related",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Acute Myeloid Leukemia, NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Acute myeloid leukemia, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Acute myeloid leukemia, t(8;21)(q22;q22)",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Acute Myelomonocytic Leukemia,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Acute myelomonocytic leukemia, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Acute Promyelocytic Leukemia,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Acute Promyelocytic Leukemia with PML::RARA fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Acute promyelocytic leukemia, t(15;17)(q22;q11-12)",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Acute Undifferentiated Leukemia,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Acute Undifferentiated Leukemia, KMT2A rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adamantinoma of long bones,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adamantinomatous craniopharyngioma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adenocarcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adenocarcinoma in adenomatous polyposis coli,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adenocarcinoma in situ in adenomatous polyp,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adenocarcinoma in situ in tubulovillous adenoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adenocarcinoma with mixed subtypes,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adenocarcinoma with neuroendocrine differentiation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Adenocarcinoma, intestinal type",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Adenocarcinoma, metastatic, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Adenocarcinoma, NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Adenocarcinoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adenoid cystic carcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Adenoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adenomatoid Odontogenic Tumor,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adenosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adrenal Cortical Adenoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Adrenal cortical adenoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adrenal cortical carcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Adrenal Cortical Tumor, Uncertain Malignant Potential",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Adrenal Cortical Tumors, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adrenocortical Adenoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adrenocortical Carcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Adrenocortical Tumor, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Adrenocortical Tumor, Uncertain Malignant Potential",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Adult-type Diffuse Gliomas,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Aggressive fibromatosis,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Alveolar rhabdomyosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Alveolar soft part sarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Ameloblastoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Anaplastic Large Cell Lymphoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Anaplastic large cell lymphoma, ALK positive",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Anaplastic large cell lymphoma, T-cell and Null-cell type",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Aneurysmal Bone Cyst,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Angiocentric glioma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Angiocentric immunoproliferative lesion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Angioimmunoblastic T-cell lymphoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Angiomatoid fibrous histiocytoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Angiomyofibroblastoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Angiomyolipoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Angiomyosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Angiomyxoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Angiosarcoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Astroblastoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Astroblastoma, MN1-altered",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Astrocytoma, anaplastic",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Astrocytoma, anaplastic, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Astrocytoma, benign",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Astrocytoma, IDH-mutant",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Astrocytoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,ATRT-MYC,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,ATRT-SHH,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,ATRT-TYR,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"ATRT, NOS or NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Atypical choroid plexus papilloma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Atypical Dendritic Cell Tumor,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Atypical meningioma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Atypical teratoid/rhabdoid tumor,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B lymphoblastic leukemia/lymphoma with hyperdiploidy,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B lymphoblastic leukemia/lymphoma with hypodiploidy (Hypodiploid ALL),,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1),,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B lymphoblastic leukemia/lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1),,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B lymphoblastic leukemia/lymphoma, BCR-ABL1-like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B lymphoblastic leukemia/lymphoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, BCR-ABL1",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, BCR-ABL1 like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, CRLF2 rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, Dicentric",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, Down Syndrome",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, DUX4-IGH",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, DUX4-IGH like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, ETV6-RUNX1",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, ETV6-RUNX1 like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, HLF rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, Hyperdiploidy",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, Hypodiploidy",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, iAMP21",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, IGH-CEBPD",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, IKZF1 N159Y",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, KMT2A rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, KMT2A rearrangement like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, MEF2D rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, MYC rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, NUTM1 rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, PAX5 alteration",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, PAX5 P80R",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, TCF3-PBX1",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, ZEB2 alteration and CEBPE rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, ZNF384 rearrangement",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia, ZNF384 rearrangement like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with BCR::ABL1 Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with BCR::ABL1-like Features,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with CRLF2 Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with DUX4 Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with ETV6::RUNX1 Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with ETV6::RUNX1-like Features,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with HLF Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with Hyperdiploidy,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with Hypodiploidy,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with iAMP21,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with IGH::CEBPD Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with IKZF1 N159Y Mutation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with KMT2A Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with KMT2A Rearrangement-like Features,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with MEF2D Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with MYC Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with Near Haploidy,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with NUTM1 Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with PAX5 Alteration,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with PAX5 P80R Mutation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with TCF3::PBX1 Fusion,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with ZEB2 Alteration and CEBPE Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with ZNF384 Rearrangement,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Acute Lymphoblastic Leukemia/Lymphoma with ZNF384 Rearrangement-like Features,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia/Lymphoma, NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Acute Lymphoblastic Leukemia/Lymphoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,B-Cell Lymphoblastic Leukemia,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Lymphoblastic Lymphoma, BCR-ABL1 like",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"B-Cell Lymphoblastic Lymphoma, TCF3-PBX1",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Basal cell adenocarcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Basal Cell Carcinoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Basal cell carcinoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Benign cystic nephroma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Benign fibrous histiocytoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Bizarre Parosteal Osteochondromatous Proliferation,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Blood Cancer of Unknown Primary,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Blue nevus, malignant",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Brain Tumor, NEC",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Brain Tumor, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Burkitt Lymphoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Burkitt lymphoma, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Calcifying nested stromal-epithelial tumor,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Capillary hemangioma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Carcinoid tumor of uncertain malignant potential,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,Carcinoma ex pleomorphic adenoma,,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Carcinoma in situ, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Carcinoma, anaplastic, NOS",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
diagnosis,"Carcinoma, diffuse type",,"The term which identifies normal and abnormal cells and tissues used to define the presence and nature of disease, as categorized by diagnosis_classification_system property.",,,
